序,產品代號,品名,單價,體積,廠牌,長,寬,高,種類,葷素,重量(g),"輸入格式(序,產品代碼+品名,單價,體積,種類)"
347,J1-18,《悅氏》 油切綠茶 (2000ml/瓶),34,2422.5,名牌食品,9.5,8.5,30,飲料_汽水_家庭號,素食,2000,347_J1-18《悅氏》 油切綠茶 (2000ml/瓶)_34_2422.5_飲料_汽水_家庭號
348,J1-19,《悅氏》 梅子綠茶 (2000ml/瓶),34,2422.5,名牌食品,9.5,8.5,30,飲料_汽水_家庭號,素食,2000,348_J1-19《悅氏》 梅子綠茶 (2000ml/瓶)_34_2422.5_飲料_汽水_家庭號
350,J1-21,《悅氏》 礦泉綠茶 (2000ml/瓶),33,2422.5,名牌食品,9.5,8.5,30,飲料_汽水_家庭號,素食,2000,350_J1-21《悅氏》 礦泉綠茶 (2000ml/瓶)_33_2422.5_飲料_汽水_家庭號
356,J2-1,《泰山》八寶粥(375*6罐/組),133,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,2250,356_J2-1《泰山》八寶粥(375*6罐/組)_133_2592_飲料_甜品_多入裝
359,J2-4,《泰山》花生仁湯(320g*6罐/組),159,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,1920,359_J2-4《泰山》花生仁湯(320g*6罐/組)_159_2592_飲料_甜品_多入裝
400,J2-45,《光泉》?正庄楊桃汁?(250ml*6包/組),46,1824,光泉,19,8,12,飲料_甜品_多入裝,素食,1637,400_J2-45《光泉》?正庄楊桃汁?(250ml*6包/組)_46_1824_飲料_甜品_多入裝
428,J2-73,《黑松》沙士(330ml罐),72,1014,黑松,6.5,13,12,飲料_甜品_多入裝,素食,353,428_J2-73《黑松》沙士(330ml罐)_72_1014_飲料_甜品_多入裝
429,J2-74,《黑松》沙士-加鹽(330ml罐),79,1014,黑松,6.5,13,12,飲料_甜品_多入裝,素食,353,429_J2-74《黑松》沙士-加鹽(330ml罐)_79_1014_飲料_甜品_多入裝
433,J2-78,《維他露P》汽水(330ml罐),85,1014,維他露P,6.5,13,12,飲料_甜品_多入裝,素食,353,433_J2-78《維他露P》汽水(330ml罐)_85_1014_飲料_甜品_多入裝
440,K1-7,《味丹》雙響泡火山岩燒豚骨湯麵(110g*3桶/組),78,4704,味丹,42,14,8,泡麵_家庭號,葷食,330,440_K1-7《味丹》雙響泡火山岩燒豚骨湯麵(110g*3桶/組)_78_4704_泡麵_家庭號
447,K1-14,《維力》一度贊老甕牛肉麵(185gx2碗/組),88,5206.25,維力,35,17.5,8.5,泡麵_家庭號,葷食,370,447_K1-14《維力》一度贊老甕牛肉麵(185gx2碗/組)_88_5206.25_泡麵_家庭號
458,K1-25,《維力》炸醬桶麵(90gx3桶/組),54,4704,維力,42,14,8,泡麵_家庭號,葷食,270,458_K1-25《維力》炸醬桶麵(90gx3桶/組)_54_4704_泡麵_家庭號
459,K1-26,《維力》真爽黑胡椒牛肉湯麵(90g×3入/組),46,4704,維力,42,14,8,泡麵_家庭號,葷食,270,459_K1-26《維力》真爽黑胡椒牛肉湯麵(90g×3入/組)_46_4704_泡麵_家庭號
460,K1-27,《維力》真爽豬肉湯麵(90g×3入/組),46,4704,維力,42,14,8,泡麵_家庭號,葷食,270,460_K1-27《維力》真爽豬肉湯麵(90g×3入/組)_46_4704_泡麵_家庭號
461,K1-28,《維力》素食炸醬桶(90g*3桶/組),62,4704,維力,42,14,8,泡麵_家庭號,葷食,270,461_K1-28《維力》素食炸醬桶(90g*3桶/組)_62_4704_泡麵_家庭號
462,K1-29,《雙響泡》勁濃豬肉湯麵(106g*3/組),80,6277.11,雙響泡,42.1,14.2,10.5,泡麵_家庭號,葷食,318,462_K1-29《雙響泡》勁濃豬肉湯麵(106g*3/組)_80_6277.11_泡麵_家庭號
464,L1-2,《小老板》厚片海苔-辣味(36g/包,55,1330,小老板,14,5,19,餅乾_堅果海苔,素食,36,464_L1-2《小老板》厚片海苔-辣味(36g/包_55_1330_餅乾_堅果海苔
478,L1-16,《元本山》味付對切海苔(39g),75,598,聯華,23,2,13,餅乾_堅果海苔,素食,39,478_L1-16《元本山》味付對切海苔(39g)_75_598_餅乾_堅果海苔
498,L1-36,《義美》蜜汁腰果(108g/包),80,682.5,義美,13,15,3.5,餅乾_堅果海苔,葷食,108,498_L1-36《義美》蜜汁腰果(108g/包)_80_682.5_餅乾_堅果海苔
514,L1-52,《萬歲牌》芥末杏仁果(180g/包),100,682.5,聯華,13,3.5,15,餅乾_堅果海苔,素食,180,514_L1-52《萬歲牌》芥末杏仁果(180g/包)_100_682.5_餅乾_堅果海苔
518,L1-56,《萬歲牌》無調味杏仁果(200g/包),145,685.13,聯華,13.5,3.5,14.5,餅乾_堅果海苔,素食,200,518_L1-56《萬歲牌》無調味杏仁果(200g/包)_145_685.125_餅乾_堅果海苔
521,L1-59,《萬歲牌》無調味綜合果(180g/包),145,685.13,聯華,13.5,3.5,14.5,餅乾_堅果海苔,素食,180,521_L1-59《萬歲牌》無調味綜合果(180g/包)_145_685.125_餅乾_堅果海苔
522,L2-1,《Lay's樂事》樂多組合包(237g(5包)/袋),79,6300,Lay's樂事,30,30,7,餅乾_組合包,葷食,237,522_L2-1《Lay's樂事》樂多組合包(237g(5包)/袋)_79_6300_餅乾_組合包
523,L2-2,《Lay's樂事》享樂包(189g(6包)/袋),45,6300,Lay's樂事,30,30,7,餅乾_組合包,葷食,189,523_L2-2《Lay's樂事》享樂包(189g(6包)/袋)_45_6300_餅乾_組合包
527,L2-6,《百事》奇多綜合組合包(240公克/包),59,4680,百事,12,13,30,餅乾_組合包,葷食,240,527_L2-6《百事》奇多綜合組合包(240公克/包)_59_4680_餅乾_組合包
550,L2-29,《聯華》可樂果量販包(57g*4包/袋),59,6300,聯華,30,30,7,餅乾_組合包,葷食,228,550_L2-29《聯華》可樂果量販包(57g*4包/袋)_59_6300_餅乾_組合包
552,L2-31,《聯華》卡迪那牛排量販包(180公克/包),69,6300,聯華,30,30,7,餅乾_組合包,葷食,180,552_L2-31《聯華》卡迪那牛排量販包(180公克/包)_69_6300_餅乾_組合包
553,L2-32,《聯華》可樂果古早味量販包(57g*4包/袋),62,6300,聯華,30,30,7,餅乾_組合包,葷食,228,553_L2-32《聯華》可樂果古早味量販包(57g*4包/袋)_62_6300_餅乾_組合包
555,L3-1,《HAITAI》海太蘇打餅(162g/盒),42,1518,HAITAI,22,6,11.5,餅乾_蘇打餅,葷食,162,555_L3-1《HAITAI》海太蘇打餅(162g/盒)_42_1518_餅乾_蘇打餅
556,L3-2,《HAITAI》海太蔬菜營養餅乾(194g/盒),49,1518,HAITAI,22,6,11.5,餅乾_蘇打餅,葷食,194,556_L3-2《HAITAI》海太蔬菜營養餅乾(194g/盒)_49_1518_餅乾_蘇打餅
559,L3-5,《HAITAI》海太加鈣杏仁餅(133g),49,1518,HAITAI,22,6,11.5,餅乾_蘇打餅,葷食,133,559_L3-5《HAITAI》海太加鈣杏仁餅(133g)_49_1518_餅乾_蘇打餅
574,L3-20,《喜年來》亞麻仁蕎麥蘇打餅乾超值包(207g/盒),59,1940.63,喜年來,11.5,7.5,22.5,餅乾_蘇打餅,葷食,207,574_L3-20《喜年來》亞麻仁蕎麥蘇打餅乾超值包(207g/盒)_59_1940.625_餅乾_蘇打餅
578,L3-24,《義美》天然取向蘇打餅乾-鮮蔥(140g/盒),28,1323,義美,21,9,7,餅乾_蘇打餅,葷食,140,578_L3-24《義美》天然取向蘇打餅乾-鮮蔥(140g/盒)_28_1323_餅乾_蘇打餅
583,L3-29,《優龍》ACE竹鹽蘇打餅乾(149g),50,1391.5,優龍,23,5.5,11,餅乾_蘇打餅,葷食,149,583_L3-29《優龍》ACE竹鹽蘇打餅乾(149g)_50_1391.5_餅乾_蘇打餅
584,L4-1,《Lay's樂事》樂事波樂九州岩燒海苔洋芋片(97g/包),35,2625,Lay's樂事,15,7,25,餅乾_洋芋片,葷食,97,584_L4-1《Lay's樂事》樂事波樂九州岩燒海苔洋芋片(97g/包)_35_2625_餅乾_洋芋片
586,L4-3,《Lay's樂事》澳洲豪情蜂蜜BBQ洋芋片(97g/包),35,2625,Lay's樂事,15,7,25,餅乾_洋芋片,葷食,97,586_L4-3《Lay's樂事》澳洲豪情蜂蜜BBQ洋芋片(97g/包)_35_2625_餅乾_洋芋片
592,L4-9,《Lay's樂事》瑞士香濃起司(97g/包),35,2625,Lay's樂事,15,7,25,餅乾_洋芋片,葷食,97,592_L4-9《Lay's樂事》瑞士香濃起司(97g/包)_35_2625_餅乾_洋芋片
614,L4-31,《華元》波的多歡樂派對包-蚵仔煎口味(180g/包),49,2625,華元,15,7,25,餅乾_洋芋片,葷食,180,614_L4-31《華元》波的多歡樂派對包-蚵仔煎口味(180g/包)_49_2625_餅乾_洋芋片
615,L4-32,《華元》波的多洋芋片-蚵仔煎(82g/包),30,2625,華元,15,7,25,餅乾_洋芋片,葷食,82,615_L4-32《華元》波的多洋芋片-蚵仔煎(82g/包)_30_2625_餅乾_洋芋片
637,L4-54,《Lay's樂事》家庭號奶焗香蔥洋芋(260g/盒),79,2310,Lay's樂事,21,5.5,20,餅乾_洋芋片,葷食,260,637_L4-54《Lay's樂事》家庭號奶焗香蔥洋芋(260g/盒)_79_2310_餅乾_洋芋片
638,L4-55,《Lay's樂事》家庭號爆濃起司洋芋片(260g/盒),79,2625,Lay's樂事,15,7,25,餅乾_洋芋片,葷食,260,638_L4-55《Lay's樂事》家庭號爆濃起司洋芋片(260g/盒)_79_2625_餅乾_洋芋片
639,L5-1,《Crown》巧克力派(180g/盒),42,1328.25,Crown,23,5.5,10.5,餅乾_中西小點,葷食,180,639_L5-1《Crown》巧克力派(180g/盒)_42_1328.25_餅乾_中西小點
640,L5-2,《LOTTE》樂天蛋黃派(23gx6包/盒),59,1394.25,LOTTE樂天,13,5.5,19.5,餅乾_中西小點,葷食,138,640_L5-2《LOTTE》樂天蛋黃派(23gx6包/盒)_59_1394.25_餅乾_中西小點
693,L5-55,《奧利奧》巧克力夾心三明治餅乾(411g/盒),93,1470,奧利奧,21,5,14,餅乾_中西小點,葷食,411,693_L5-55《奧利奧》巧克力夾心三明治餅乾(411g/盒)_93_1470_餅乾_中西小點
724,L5-86,《孔雀》捲心餅-草莓奶昔(189g/盒),59,2281.5,乖乖,19.5,9,13,餅乾_中西小點,葷食,189,724_L5-86《孔雀》捲心餅-草莓奶昔(189g/盒)_59_2281.5_餅乾_中西小點
738,L5-100,《喜年來》芝麻蛋捲分享包(128g/盒),45,1575,喜年來,12.5,6,21,餅乾_中西小點,葷食,128,738_L5-100《喜年來》芝麻蛋捲分享包(128g/盒)_45_1575_餅乾_中西小點
769,L5-131,《喜年來》紅麴薄餅量販盒(20g*15包/盒),79,2520,喜年來,12,10,21,餅乾_中西小點,葷食,300,769_L5-131《喜年來》紅麴薄餅量販盒(20g*15包/盒)_79_2520_餅乾_中西小點
774,L5-136,《有田製?》乳幼米果-胡蘿蔔(60g/包),45,1568,有田製?,14,16,7,餅乾_中西小點,素食,60,774_L5-136《有田製?》乳幼米果-胡蘿蔔(60g/包)_45_1568_餅乾_中西小點
777,L5-139,《有田製?》乳幼米果(60g/包),49,1568,有田製?,14,16,7,餅乾_中西小點,素食,60,777_L5-139《有田製?》乳幼米果(60g/包)_49_1568_餅乾_中西小點
