序,產品代號,品名,單價,體積,廠牌,長,寬,高,種類,葷素,重量(g),"輸入格式(序,產品代碼+品名,單價,體積,種類)"
119,D1-4,特級紅標純米酒,45,792,公賣局,6,6,22,米酒,素食,553,119_D1-4特級紅標純米酒_45_792_米酒
120,D1-5,天味米酒,26,1372,天味,7,7,28,米酒,素食,633,120_D1-5天味米酒_26_1372_米酒
121,D1-6,美鳳料理米酒,24,1127,名賀,7,7,23,米酒,素食,600,121_D1-6美鳳料理米酒_24_1127_米酒
122,D1-7,春雨料理米酒,24,1127,國慶,7,7,23,米酒,素食,600,122_D1-7春雨料理米酒_24_1127_米酒
123,E1-1,《台糖》 二號砂糖 (1kg/包),36,504,台糖,9,28,2,糖,素食,1000,123_E1-1《台糖》 二號砂糖 (1kg/包)_36_504_糖
124,E1-2,《台糖》 貳號砂糖 (500g/包),23,633.6,台糖,22,14.4,2,糖,素食,500,124_E1-2《台糖》 貳號砂糖 (500g/包)_23_633.6_糖
125,F1-1,《台鹽》健康減鈉鹽(300g/罐),55,567,台鹽,9,9,7,鹽,素食,300,125_F1-1《台鹽》健康減鈉鹽(300g/罐)_55_567_鹽
126,F1-2,《台鹽》天然超鮮鹽(300g/罐),49,567,台鹽,9,9,7,鹽,素食,300,126_F1-2《台鹽》天然超鮮鹽(300g/罐)_49_567_鹽
127,F1-3,《台鹽》台灣精緻海鹽(300g/罐),49,567,台鹽,9,9,7,鹽,素食,300,127_F1-3《台鹽》台灣精緻海鹽(300g/罐)_49_567_鹽
130,F1-6,《台鹽》台灣的鹽(600g/包),27,648,台鹽,12,3,18,鹽,素食,600,130_F1-6《台鹽》台灣的鹽(600g/包)_27_648_鹽
134,F1-10,《台鹽》健康美味鹽(600g/罐),82,567,台鹽,9,9,7,鹽,素食,600,134_F1-10《台鹽》健康美味鹽(600g/罐)_82_567_鹽
135,F1-11,《台鹽》健康減鈉鹽(600g/ 罐),81,972,台鹽,9,9,12,鹽,素食,600,135_F1-11《台鹽》健康減鈉鹽(600g/ 罐)_81_972_鹽
136,F1-12,《天廚》喜馬拉雅山岩鹽細粒(400g/罐),89,608,天廚,8,8,9.5,鹽,素食,400,136_F1-12《天廚》喜馬拉雅山岩鹽細粒(400g/罐)_89_608_鹽
137,F1-13,《天廚》紐西蘭細精鹽(400g/罐),59,608,天廚,8,8,9.5,鹽,素食,400,137_F1-13《天廚》紐西蘭細精鹽(400g/罐)_59_608_鹽
141,F1-17,《AJIYO》美味岩鹽(500g/袋),79,780,AJIYO,12,5,13,鹽,素食,500,141_F1-17《AJIYO》美味岩鹽(500g/袋)_79_780_鹽
142,F1-18,《紐西蘭》日曬海鹽-加碘(350g/罐),79,576,紐西蘭,8,8,9,鹽,素食,350,142_F1-18《紐西蘭》日曬海鹽-加碘(350g/罐)_79_576_鹽
145,G1-1,《日正》台灣媽祖調和米粉(300g),30,2464,日正,16,7,22,冬粉與炊粉,素食,300,145_G1-1《日正》台灣媽祖調和米粉(300g)_30_2464_冬粉與炊粉
146,G1-2,《日正》台灣麵攤粉絲(110g),22,1120,日正,14,5,16,冬粉與炊粉,素食,110,146_G1-2《日正》台灣麵攤粉絲(110g)_22_1120_冬粉與炊粉
148,G1-4,《虎牌》炊粉(350g),35,2898,虎牌,18,7,23,冬粉與炊粉,素食,350,148_G1-4《虎牌》炊粉(350g)_35_2898_冬粉與炊粉
149,G1-5,《金大》佛祖牌新竹調和米粉(200g),39,1176,金大,14,4,21,冬粉與炊粉,素食,200,149_G1-5《金大》佛祖牌新竹調和米粉(200g)_39_1176_冬粉與炊粉
155,G1-11,《龍口》炊粉(250g),25,3105,龍口,15,9,23,冬粉與炊粉,素食,250,155_G1-11《龍口》炊粉(250g)_25_3105_冬粉與炊粉
156,G1-12,《龍口》粉絲(200g),75,1540,龍口,14,5,22,冬粉與炊粉,素食,200,156_G1-12《龍口》粉絲(200g)_75_1540_冬粉與炊粉
158,G1-14,《龍口》新竹炊粉(400g),59,3240,龍口,15,8,27,冬粉與炊粉,素食,400,158_G1-14《龍口》新竹炊粉(400g)_59_3240_冬粉與炊粉
159,G2-1,《正逢》在家吃麵-拉麵(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,159_G2-1《正逢》在家吃麵-拉麵(200g/包)_15_215.25_麵條
160,G2-2,《正逢》在家吃麵-細麵(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,160_G2-2《正逢》在家吃麵-細麵(200g/包)_15_215.25_麵條
162,G2-4,《正逢》在家吃麵-壽麵線(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,162_G2-4《正逢》在家吃麵-壽麵線(200g/包)_15_215.25_麵條
164,G2-6,《正逢》在家吃麵北京拉麵(300g/包),22,399,正逢,9.5,2,21,麵條,素食,300,164_G2-6《正逢》在家吃麵北京拉麵(300g/包)_22_399_麵條
166,G2-8,《五木》麵大師-蘭州拉麵(300g/包),21,400,五木,10,2,20,麵條,素食,300,166_G2-8《五木》麵大師-蘭州拉麵(300g/包)_21_400_麵條
174,G2-16,《統一》好勁道-寬版大麵(300g/包),23,440,統一,22,10,2,麵條,素食,300,174_G2-16《統一》好勁道-寬版大麵(300g/包)_23_440_麵條
175,G2-17,《統一》好勁道-千羽拉麵(320g/包),32,440,統一,10,2,22,麵條,素食,320,175_G2-17《統一》好勁道-千羽拉麵(320g/包)_32_440_麵條
177,G2-19,《日本》讚歧特別工法薄切烏龍麵(220g/包),139,621,日本,9,3,23,麵條,素食,220,177_G2-19《日本》讚歧特別工法薄切烏龍麵(220g/包)_139_621_麵條
178,H1-1,《3點1刻》日月潭奶茶(20g*15包/袋),139,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,178_H1-1《3點1刻》日月潭奶茶(20g*15包/袋)_139_4155.3_沖泡飲
179,H1-2,《3點1刻》沖繩黑糖奶茶(20g*15包/袋),123,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,179_H1-2《3點1刻》沖繩黑糖奶茶(20g*15包/袋)_123_4155.3_沖泡飲
180,H1-3,《3點1刻》經典伯爵奶茶(20gx15包/袋),109,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,180_H1-3《3點1刻》經典伯爵奶茶(20gx15包/袋)_109_4155.3_沖泡飲
194,H1-17,《桂格》北海道鮮奶茶(26G*12),89,3318,桂格,23.7,4,35,沖泡飲,素食,312,194_H1-17《桂格》北海道鮮奶茶(26G*12)_89_3318_沖泡飲
195,H1-18,《馬玉山》抹綠奶茶(20gx16包/袋),97,3630,馬玉山,24,5.5,27.5,沖泡飲,素食,320,195_H1-18《馬玉山》抹綠奶茶(20gx16包/袋)_97_3630_沖泡飲
196,H1-19,《馬玉山》炭香紅奶茶(20gx16包/袋),100,3630,馬玉山,24,5.5,27.5,沖泡飲,素食,320,196_H1-19《馬玉山》炭香紅奶茶(20gx16包/袋)_100_3630_沖泡飲
207,H1-30,《台糖》有機黑寶穀粉(30g*10包/盒),143,3816,台糖,24,5,31.8,沖泡飲,素食,300,207_H1-30《台糖》有機黑寶穀粉(30g*10包/盒)_143_3816_沖泡飲
244,H1-67,《廣吉》堅果飲-夏威夷杏仁(30g*10包/袋),82,4174.5,廣吉,23,5.5,33,沖泡飲,素食,300,244_H1-67《廣吉》堅果飲-夏威夷杏仁(30g*10包/袋)_82_4174.5_沖泡飲
249,H1-72,《廣吉》減糖黑五珍(30g*10包/袋),69,4174.5,廣吉,23,5.5,33,沖泡飲,素食,300,249_H1-72《廣吉》減糖黑五珍(30g*10包/袋)_69_4174.5_沖泡飲
252,H1-75,《薌園》仙草龜苓膏(15g*10包/袋),89,3509,薌園,22,5.5,29,沖泡飲,素食,150,252_H1-75《薌園》仙草龜苓膏(15g*10包/袋)_89_3509_沖泡飲
253,H1-76,《薌園》本草營養豆漿粉(25 公克*36/盒),270,3509,薌園,22,5.5,29,沖泡飲,素食,900,253_H1-76《薌園》本草營養豆漿粉(25 公克*36/盒)_270_3509_沖泡飲
254,H1-77,《薌園》百合杏仁粉(25g*16包/袋),89,3509,薌園,22,5.5,29,沖泡飲,素食,400,254_H1-77《薌園》百合杏仁粉(25g*16包/袋)_89_3509_沖泡飲
255,H1-78,《薌園》黑五穀豆漿(25gx12包/袋),89,3509,薌園,22,5.5,29,沖泡飲,素食,300,255_H1-78《薌園》黑五穀豆漿(25gx12包/袋)_89_3509_沖泡飲
256,H1-79,《薌園》蓮藕芝麻糊(30g*10包/袋),89,3509,薌園,22,5.5,29,沖泡飲,素食,300,256_H1-79《薌園》蓮藕芝麻糊(30g*10包/袋)_89_3509_沖泡飲
257,I1-1,《愛之味》鮮味脆瓜(170g瓶),30,338,愛之味,6.5,6.5,8,罐頭_瓜,素食,170,257_I1-1《愛之味》鮮味脆瓜(170g瓶)_30_338_罐頭_瓜
258,I1-2,《愛之味》青脆菜心(180g瓶),36,338,愛之味,6.5,6.5,8,罐頭_瓜,素食,180,258_I1-2《愛之味》青脆菜心(180g瓶)_36_338_罐頭_瓜
260,I1-4,《大茂》幼條瓜(170g瓶),28,338,大茂,6.5,6.5,8,罐頭_瓜,素食,360,260_I1-4《大茂》幼條瓜(170g瓶)_28_338_罐頭_瓜
262,I1-6,《大茂》黑瓜(375g/瓶),38,549.25,大茂,6.5,6.5,13,罐頭_瓜,素食,634,262_I1-6《大茂》黑瓜(375g/瓶)_38_549.25_罐頭_瓜
264,I1-8,《大茂》蔭瓜(120g瓶),30,257.13,大茂,5.5,5.5,8.5,罐頭_瓜,素食,120,264_I1-8《大茂》蔭瓜(120g瓶)_30_257.125_罐頭_瓜
266,I1-10,《大茂》幼條瓜(375g/瓶),45,549.25,大茂,6.5,6.5,13,罐頭_瓜,素食,634,266_I1-10《大茂》幼條瓜(375g/瓶)_45_549.25_罐頭_瓜
268,I1-12,《金蘭》小菜心(396g瓶),48,549.25,金蘭,6.5,6.5,13,罐頭_瓜,素食,396,268_I1-12《金蘭》小菜心(396g瓶)_48_549.25_罐頭_瓜
269,I1-13,《金蘭》脆瓜(396g瓶),35,549.25,金蘭,6.5,6.5,13,罐頭_瓜,素食,396,269_I1-13《金蘭》脆瓜(396g瓶)_35_549.25_罐頭_瓜
270,I1-14,《飯友》素瓜仔肉(150g罐),26,289,飯友,8.5,8.5,4,罐頭_瓜,素食,150,270_I1-14《飯友》素瓜仔肉(150g罐)_26_289_罐頭_瓜
271,I2-1,《同榮》豆鼓紅燒鰻(100g),32,220.5,同榮,10.5,7,3,罐頭_魚,葷食,100,271_I2-1《同榮》豆鼓紅燒鰻(100g)_32_220.5_罐頭_魚
272,I2-2,《同榮》紅燒鰻(一般蓋)(100g),32,220.5,同榮,10.5,7,3,罐頭_魚,葷食,100,272_I2-2《同榮》紅燒鰻(一般蓋)(100g)_32_220.5_罐頭_魚
273,I2-3,《同榮》豆鼓紅燒鰻易開罐(100g),34,220.5,同榮,10.5,7,3,罐頭_魚,葷食,100,273_I2-3《同榮》豆鼓紅燒鰻易開罐(100g)_34_220.5_罐頭_魚
277,I2-7,《新東陽》新東陽海捕豆鼓香酥鰻(100g),39,225,新東陽,10,7.5,3,罐頭_魚,葷食,100,277_I2-7《新東陽》新東陽海捕豆鼓香酥鰻(100g)_39_225_罐頭_魚
279,I2-9,《東和》好媽媽紅燒鰻組(100g),42,225,東和,10,7.5,3,罐頭_魚,葷食,100,279_I2-9《東和》好媽媽紅燒鰻組(100g)_42_225_罐頭_魚
283,I2-13,《老船長》豆鼓鰻-易開罐(100g),31,225,老船長,10,7.5,3,罐頭_魚,葷食,100,283_I2-13《老船長》豆鼓鰻-易開罐(100g)_31_225_罐頭_魚
284,I2-14,《台糖》香辣紅燒鰻(100g),32,225,台糖,10,7.5,3,罐頭_魚,葷食,100,284_I2-14《台糖》香辣紅燒鰻(100g)_32_225_罐頭_魚
289,I2-19,《紅鷹牌》香辣紅燒鰻(100g),39,225,紅鷹牌,10,7.5,3,罐頭_魚,葷食,100,289_I2-19《紅鷹牌》香辣紅燒鰻(100g)_39_225_罐頭_魚
291,I2-21,《遠洋》鮪魚片(110g),30,196.88,遠洋,7.5,7.5,3.5,罐頭_魚,葷食,110,291_I2-21《遠洋》鮪魚片(110g)_30_196.875_罐頭_魚
292,I2-22,《遠洋》玉米鮪魚三明治(110g),31,196.88,遠洋,7.5,7.5,3.5,罐頭_魚,葷食,110,292_I2-22《遠洋》玉米鮪魚三明治(110g)_31_196.875_罐頭_魚
294,I2-24,《遠洋》鮪魚片(185g),38,288,遠洋,8,8,4.5,罐頭_魚,葷食,185,294_I2-24《遠洋》鮪魚片(185g)_38_288_罐頭_魚
301,I2-31,《紅鷹牌》海底雞(170g),51,225,紅鷹牌,7.5,7.5,4,罐頭_魚,葷食,170,301_I2-31《紅鷹牌》海底雞(170g)_51_225_罐頭_魚
303,I2-33,《同榮》香筍鮪魚(170g),37,225,同榮,7.5,7.5,4,罐頭_魚,葷食,170,303_I2-33《同榮》香筍鮪魚(170g)_37_225_罐頭_魚
304,I2-34,《東和》好媽媽鮮撈鮪魚片(150g),48,196.88,東和,7.5,7.5,3.5,罐頭_魚,葷食,150,304_I2-34《東和》好媽媽鮮撈鮪魚片(150g)_48_196.875_罐頭_魚
305,I2-35,《東和》好媽媽纖麗鮪魚片(150g),48,196.88,東和,7.5,7.5,3.5,罐頭_魚,葷食,150,305_I2-35《東和》好媽媽纖麗鮪魚片(150g)_48_196.875_罐頭_魚
306,I3-1,《大茂》幼筍(170g瓶),26,269.5,大茂,7,7,5.5,罐頭_筍菇,素食,170,306_I3-1《大茂》幼筍(170g瓶)_26_269.5_罐頭_筍菇
307,I3-2,《大茂》幼筍(350g瓶),42,549.25,大茂,6.5,6.5,13,罐頭_筍菇,素食,350,307_I3-2《大茂》幼筍(350g瓶)_42_549.25_罐頭_筍菇
308,I3-3,《愛之味》珍保玉筍(120g瓶),34,257.13,愛之味,5.5,5.5,8.5,罐頭_筍菇,素食,120,308_I3-3《愛之味》珍保玉筍(120g瓶)_34_257.125_罐頭_筍菇
310,I3-5,《飯友》紅燜筍尖(150g),26,289,飯友,8.5,8.5,4,罐頭_筍菇,素食,150,310_I3-5《飯友》紅燜筍尖(150g)_26_289_罐頭_筍菇
311,I3-6,《飯友》珍菇(150g罐),23,289,飯友,8.5,8.5,4,罐頭_筍菇,素食,150,311_I3-6《飯友》珍菇(150g罐)_23_289_罐頭_筍菇
312,I3-7,《飯友》草菇(425g罐),30,646.88,飯友,7.5,7.5,11.5,罐頭_筍菇,素食,425,312_I3-7《飯友》草菇(425g罐)_30_646.875_罐頭_筍菇
313,I4-1,《台糖》安心豚豬肉醬-五香(160g*3罐/組),128,867,台糖,25.5,8.5,4,罐頭_肉醬_多入裝,葷食,480,313_I4-1《台糖》安心豚豬肉醬-五香(160g*3罐/組)_128_867_罐頭_肉醬_多入裝
314,I4-2,《台糖》安心豚豬肉醬-香辣(160g*3罐/組),128,867,台糖,25.5,8.5,4,罐頭_肉醬_多入裝,葷食,480,314_I4-2《台糖》安心豚豬肉醬-香辣(160g*3罐/組)_128_867_罐頭_肉醬_多入裝
315,I4-3,《青葉》大嚕肉飯(150*3罐/組),72,843.75,青葉,22.5,7.5,5,罐頭_肉醬_多入裝,葷食,450,315_I4-3《青葉》大嚕肉飯(150*3罐/組)_72_843.75_罐頭_肉醬_多入裝
317,I4-5,《新東陽》原味肉醬(160g*3罐/組),105,843.75,新東陽,22.5,7.5,5,罐頭_肉醬_多入裝,葷食,480,317_I4-5《新東陽》原味肉醬(160g*3罐/組)_105_843.75_罐頭_肉醬_多入裝
318,I4-6,《新東陽》辣味肉醬(160g*3罐/組),110,843.75,新東陽,22.5,7.5,5,罐頭_肉醬_多入裝,葷食,480,318_I4-6《新東陽》辣味肉醬(160g*3罐/組)_110_843.75_罐頭_肉醬_多入裝
