序,產品代號,品名,單價,體積,廠牌,長,寬,高,種類,葷素,重量(g),"輸入格式(序,產品代碼+品名,單價,體積,種類)"
113,C1-40,《萬家香》香菇素蠔油(300ml),31,756,萬家香,6,6,21,醬油,葷食,649,113_C1-40《萬家香》香菇素蠔油(300ml)_31_756_醬油
114,C1-41,《萬家香》純釀造油膏(360g/瓶),35,1237.5,萬家香,7.5,7.5,22,醬油,素食,360,114_C1-41《萬家香》純釀造油膏(360g/瓶)_35_1237.5_醬油
115,C1-42,《萬家香》壺底油(1000ml),58,1878.5,萬家香,8.5,8.5,26,醬油,素食,1270,115_C1-42《萬家香》壺底油(1000ml)_58_1878.5_醬油
117,D1-2,特級紅標米酒,38,792,公賣局,6,6,22,米酒,素食,554,117_D1-2特級紅標米酒_38_792_米酒
118,D1-3,紅標米酒水,47,1421,公賣局,7,7,29,米酒,素食,1083,118_D1-3紅標米酒水_47_1421_米酒
119,D1-4,特級紅標純米酒,45,792,公賣局,6,6,22,米酒,素食,553,119_D1-4特級紅標純米酒_45_792_米酒
121,D1-6,美鳳料理米酒,24,1127,名賀,7,7,23,米酒,素食,600,121_D1-6美鳳料理米酒_24_1127_米酒
122,D1-7,春雨料理米酒,24,1127,國慶,7,7,23,米酒,素食,600,122_D1-7春雨料理米酒_24_1127_米酒
123,E1-1,《台糖》 二號砂糖 (1kg/包),36,504,台糖,9,28,2,糖,素食,1000,123_E1-1《台糖》 二號砂糖 (1kg/包)_36_504_糖
124,E1-2,《台糖》 貳號砂糖 (500g/包),23,633.6,台糖,22,14.4,2,糖,素食,500,124_E1-2《台糖》 貳號砂糖 (500g/包)_23_633.6_糖
125,F1-1,《台鹽》健康減鈉鹽(300g/罐),55,567,台鹽,9,9,7,鹽,素食,300,125_F1-1《台鹽》健康減鈉鹽(300g/罐)_55_567_鹽
128,F1-4,《台鹽》健康美味鹽(300g/罐),55,972,台鹽,9,9,12,鹽,素食,300,128_F1-4《台鹽》健康美味鹽(300g/罐)_55_972_鹽
129,F1-5,《台鹽》原味料理鹽(500g/包),55,528,台鹽,11,3,16,鹽,素食,500,129_F1-5《台鹽》原味料理鹽(500g/包)_55_528_鹽
130,F1-6,《台鹽》台灣的鹽(600g/包),27,648,台鹽,12,3,18,鹽,素食,600,130_F1-6《台鹽》台灣的鹽(600g/包)_27_648_鹽
135,F1-11,《台鹽》健康減鈉鹽(600g/ 罐),81,972,台鹽,9,9,12,鹽,素食,600,135_F1-11《台鹽》健康減鈉鹽(600g/ 罐)_81_972_鹽
136,F1-12,《天廚》喜馬拉雅山岩鹽細粒(400g/罐),89,608,天廚,8,8,9.5,鹽,素食,400,136_F1-12《天廚》喜馬拉雅山岩鹽細粒(400g/罐)_89_608_鹽
137,F1-13,《天廚》紐西蘭細精鹽(400g/罐),59,608,天廚,8,8,9.5,鹽,素食,400,137_F1-13《天廚》紐西蘭細精鹽(400g/罐)_59_608_鹽
142,F1-18,《紐西蘭》日曬海鹽-加碘(350g/罐),79,576,紐西蘭,8,8,9,鹽,素食,350,142_F1-18《紐西蘭》日曬海鹽-加碘(350g/罐)_79_576_鹽
144,F1-20,《家輝》喜馬拉雅山有機岩鹽(100g/罐),57,182.25,家輝,4.5,4.5,9,鹽,素食,100,144_F1-20《家輝》喜馬拉雅山有機岩鹽(100g/罐)_57_182.25_鹽
145,G1-1,《日正》台灣媽祖調和米粉(300g),30,2464,日正,16,7,22,冬粉與炊粉,素食,300,145_G1-1《日正》台灣媽祖調和米粉(300g)_30_2464_冬粉與炊粉
148,G1-4,《虎牌》炊粉(350g),35,2898,虎牌,18,7,23,冬粉與炊粉,素食,350,148_G1-4《虎牌》炊粉(350g)_35_2898_冬粉與炊粉
150,G1-6,《揚茂》勝茂媽祖新竹炊粉(270g),28,1840,揚茂,16,5,23,冬粉與炊粉,素食,270,150_G1-6《揚茂》勝茂媽祖新竹炊粉(270g)_28_1840_冬粉與炊粉
151,G1-7,《新吉發》炊粉(600g),49,4480,新吉發,20,8,28,冬粉與炊粉,素食,600,151_G1-7《新吉發》炊粉(600g)_49_4480_冬粉與炊粉
155,G1-11,《龍口》炊粉(250g),25,3105,龍口,15,9,23,冬粉與炊粉,素食,250,155_G1-11《龍口》炊粉(250g)_25_3105_冬粉與炊粉
158,G1-14,《龍口》新竹炊粉(400g),59,3240,龍口,15,8,27,冬粉與炊粉,素食,400,158_G1-14《龍口》新竹炊粉(400g)_59_3240_冬粉與炊粉
159,G2-1,《正逢》在家吃麵-拉麵(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,159_G2-1《正逢》在家吃麵-拉麵(200g/包)_15_215.25_麵條
162,G2-4,《正逢》在家吃麵-壽麵線(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,162_G2-4《正逢》在家吃麵-壽麵線(200g/包)_15_215.25_麵條
163,G2-5,《正逢》在家吃麵北方細麵(300g/包),22,399,正逢,9.5,2,21,麵條,素食,300,163_G2-5《正逢》在家吃麵北方細麵(300g/包)_22_399_麵條
168,G2-10,《五木》營養麵條(300g),25,440,五木,22,10,2,麵條,素食,300,168_G2-10《五木》營養麵條(300g)_25_440_麵條
169,G2-11,《五木》關東麵(375g/包),35,440,五木,22,10,2,麵條,素食,375,169_G2-11《五木》關東麵(375g/包)_35_440_麵條
174,G2-16,《統一》好勁道-寬版大麵(300g/包),23,440,統一,22,10,2,麵條,素食,300,174_G2-16《統一》好勁道-寬版大麵(300g/包)_23_440_麵條
175,G2-17,《統一》好勁道-千羽拉麵(320g/包),32,440,統一,10,2,22,麵條,素食,320,175_G2-17《統一》好勁道-千羽拉麵(320g/包)_32_440_麵條
177,G2-19,《日本》讚歧特別工法薄切烏龍麵(220g/包),139,621,日本,9,3,23,麵條,素食,220,177_G2-19《日本》讚歧特別工法薄切烏龍麵(220g/包)_139_621_麵條
178,H1-1,《3點1刻》日月潭奶茶(20g*15包/袋),139,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,178_H1-1《3點1刻》日月潭奶茶(20g*15包/袋)_139_4155.3_沖泡飲
179,H1-2,《3點1刻》沖繩黑糖奶茶(20g*15包/袋),123,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,179_H1-2《3點1刻》沖繩黑糖奶茶(20g*15包/袋)_123_4155.3_沖泡飲
181,H1-4,《3點1刻》經典玫瑰花果奶茶(20gx15包/袋),123,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,181_H1-4《3點1刻》經典玫瑰花果奶茶(20gx15包/袋)_123_4155.3_沖泡飲
183,H1-6,《3點1刻》經典原味奶茶(20gx15包/袋),107,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,183_H1-6《3點1刻》經典原味奶茶(20gx15包/袋)_107_4155.3_沖泡飲
184,H1-7,《T世家》原味抹茶拿鐵(18g*18入),169,3960,T世家,24,5,33,沖泡飲,素食,324,184_H1-7《T世家》原味抹茶拿鐵(18g*18入)_169_3960_沖泡飲
186,H1-9,《T世家》玄米抹茶拿鐵(18g*18入),169,3960,T世家,24,5,33,沖泡飲,素食,324,186_H1-9《T世家》玄米抹茶拿鐵(18g*18入)_169_3960_沖泡飲
205,H1-28,《摩卡》現在最好香麥奶茶(18g*24包/袋),96,4048,摩卡,23,5.5,32,沖泡飲,素食,432,205_H1-28《摩卡》現在最好香麥奶茶(18g*24包/袋)_96_4048_沖泡飲
233,H1-56,《義美》冰糖杏仁茶(30g*14包/袋),119,3816,義美,24,5,31.8,沖泡飲,素食,420,233_H1-56《義美》冰糖杏仁茶(30g*14包/袋)_119_3816_沖泡飲
235,H1-58,《義美》榛果杏仁茶(30g*13包/袋),109,3816,義美,24,5,31.8,沖泡飲,素食,390,235_H1-58《義美》榛果杏仁茶(30g*13包/袋)_109_3816_沖泡飲
236,H1-59,《義美》燕麥薏仁漿(30g*14包/袋),110,3816,義美,24,5,31.8,沖泡飲,素食,420,236_H1-59《義美》燕麥薏仁漿(30g*14包/袋)_110_3816_沖泡飲
237,H1-60,《萬歲牌》元氣堅果飲-杏仁堅果飲(28gx12包/袋),98,4356,萬歲牌,24,5.5,33,沖泡飲,素食,336,237_H1-60《萬歲牌》元氣堅果飲-杏仁堅果飲(28gx12包/袋)_98_4356_沖泡飲
240,H1-63,《萬歲牌》元氣堅果飲-腰果堅果飲(28gx12包/袋),94,4356,萬歲牌,24,5.5,33,沖泡飲,素食,336,240_H1-63《萬歲牌》元氣堅果飲-腰果堅果飲(28gx12包/袋)_94_4356_沖泡飲
241,H1-64,《萬歲牌》燕麥堅果飲-海苔昆布燕麥(32g*10包/袋),103,4356,萬歲牌,24,5.5,33,沖泡飲,素食,320,241_H1-64《萬歲牌》燕麥堅果飲-海苔昆布燕麥(32g*10包/袋)_103_4356_沖泡飲
255,H1-78,《薌園》黑五穀豆漿(25gx12包/袋),89,3509,薌園,22,5.5,29,沖泡飲,素食,300,255_H1-78《薌園》黑五穀豆漿(25gx12包/袋)_89_3509_沖泡飲
256,H1-79,《薌園》蓮藕芝麻糊(30g*10包/袋),89,3509,薌園,22,5.5,29,沖泡飲,素食,300,256_H1-79《薌園》蓮藕芝麻糊(30g*10包/袋)_89_3509_沖泡飲
257,I1-1,《愛之味》鮮味脆瓜(170g瓶),30,338,愛之味,6.5,6.5,8,罐頭_瓜,素食,170,257_I1-1《愛之味》鮮味脆瓜(170g瓶)_30_338_罐頭_瓜
258,I1-2,《愛之味》青脆菜心(180g瓶),36,338,愛之味,6.5,6.5,8,罐頭_瓜,素食,180,258_I1-2《愛之味》青脆菜心(180g瓶)_36_338_罐頭_瓜
259,I1-3,《愛之味》壺底蔭瓜(140g罐),35,242,愛之味,5.5,5.5,8,罐頭_瓜,素食,140,259_I1-3《愛之味》壺底蔭瓜(140g罐)_35_242_罐頭_瓜
262,I1-6,《大茂》黑瓜(375g/瓶),38,549.25,大茂,6.5,6.5,13,罐頭_瓜,素食,634,262_I1-6《大茂》黑瓜(375g/瓶)_38_549.25_罐頭_瓜
264,I1-8,《大茂》蔭瓜(120g瓶),30,257.13,大茂,5.5,5.5,8.5,罐頭_瓜,素食,120,264_I1-8《大茂》蔭瓜(120g瓶)_30_257.125_罐頭_瓜
265,I1-9,《大茂》菜心(375g/瓶),45,549.25,大茂,6.5,6.5,13,罐頭_瓜,素食,634,265_I1-9《大茂》菜心(375g/瓶)_45_549.25_罐頭_瓜
267,I1-11,《金蘭》香菇素瓜仔肉(370g瓶),45,549.25,金蘭,6.5,6.5,13,罐頭_瓜,素食,370,267_I1-11《金蘭》香菇素瓜仔肉(370g瓶)_45_549.25_罐頭_瓜
269,I1-13,《金蘭》脆瓜(396g瓶),35,549.25,金蘭,6.5,6.5,13,罐頭_瓜,素食,396,269_I1-13《金蘭》脆瓜(396g瓶)_35_549.25_罐頭_瓜
270,I1-14,《飯友》素瓜仔肉(150g罐),26,289,飯友,8.5,8.5,4,罐頭_瓜,素食,150,270_I1-14《飯友》素瓜仔肉(150g罐)_26_289_罐頭_瓜
271,I2-1,《同榮》豆鼓紅燒鰻(100g),32,220.5,同榮,10.5,7,3,罐頭_魚,葷食,100,271_I2-1《同榮》豆鼓紅燒鰻(100g)_32_220.5_罐頭_魚
273,I2-3,《同榮》豆鼓紅燒鰻易開罐(100g),34,220.5,同榮,10.5,7,3,罐頭_魚,葷食,100,273_I2-3《同榮》豆鼓紅燒鰻易開罐(100g)_34_220.5_罐頭_魚
278,I2-8,《新東陽》海捕紅燒香酥鰻(100g),34,225,新東陽,10,7.5,3,罐頭_魚,葷食,100,278_I2-8《新東陽》海捕紅燒香酥鰻(100g)_34_225_罐頭_魚
279,I2-9,《東和》好媽媽紅燒鰻組(100g),42,225,東和,10,7.5,3,罐頭_魚,葷食,100,279_I2-9《東和》好媽媽紅燒鰻組(100g)_42_225_罐頭_魚
280,I2-10,《東和》特製豆鼓紅燒鰻(100g),39,225,東和,10,7.5,3,罐頭_魚,葷食,100,280_I2-10《東和》特製豆鼓紅燒鰻(100g)_39_225_罐頭_魚
284,I2-14,《台糖》香辣紅燒鰻(100g),32,225,台糖,10,7.5,3,罐頭_魚,葷食,100,284_I2-14《台糖》香辣紅燒鰻(100g)_32_225_罐頭_魚
285,I2-15,《台糖》豆豉紅燒鰻魚(100g),38,225,台糖,10,7.5,3,罐頭_魚,葷食,100,285_I2-15《台糖》豆豉紅燒鰻魚(100g)_38_225_罐頭_魚
292,I2-22,《遠洋》玉米鮪魚三明治(110g),31,196.88,遠洋,7.5,7.5,3.5,罐頭_魚,葷食,110,292_I2-22《遠洋》玉米鮪魚三明治(110g)_31_196.875_罐頭_魚
298,I2-28,《遠洋》脆筍鮪魚(175g),41,288,遠洋,8,8,4.5,罐頭_魚,葷食,175,298_I2-28《遠洋》脆筍鮪魚(175g)_41_288_罐頭_魚
303,I2-33,《同榮》香筍鮪魚(170g),37,225,同榮,7.5,7.5,4,罐頭_魚,葷食,170,303_I2-33《同榮》香筍鮪魚(170g)_37_225_罐頭_魚
304,I2-34,《東和》好媽媽鮮撈鮪魚片(150g),48,196.88,東和,7.5,7.5,3.5,罐頭_魚,葷食,150,304_I2-34《東和》好媽媽鮮撈鮪魚片(150g)_48_196.875_罐頭_魚
305,I2-35,《東和》好媽媽纖麗鮪魚片(150g),48,196.88,東和,7.5,7.5,3.5,罐頭_魚,葷食,150,305_I2-35《東和》好媽媽纖麗鮪魚片(150g)_48_196.875_罐頭_魚
306,I3-1,《大茂》幼筍(170g瓶),26,269.5,大茂,7,7,5.5,罐頭_筍菇,素食,170,306_I3-1《大茂》幼筍(170g瓶)_26_269.5_罐頭_筍菇
307,I3-2,《大茂》幼筍(350g瓶),42,549.25,大茂,6.5,6.5,13,罐頭_筍菇,素食,350,307_I3-2《大茂》幼筍(350g瓶)_42_549.25_罐頭_筍菇
308,I3-3,《愛之味》珍保玉筍(120g瓶),34,257.13,愛之味,5.5,5.5,8.5,罐頭_筍菇,素食,120,308_I3-3《愛之味》珍保玉筍(120g瓶)_34_257.125_罐頭_筍菇
309,I3-4,《金蘭》筍茸(340g瓶),45,549.25,金蘭,6.5,6.5,13,罐頭_筍菇,素食,340,309_I3-4《金蘭》筍茸(340g瓶)_45_549.25_罐頭_筍菇
312,I3-7,《飯友》草菇(425g罐),30,646.88,飯友,7.5,7.5,11.5,罐頭_筍菇,素食,425,312_I3-7《飯友》草菇(425g罐)_30_646.875_罐頭_筍菇
313,I4-1,《台糖》安心豚豬肉醬-五香(160g*3罐/組),128,867,台糖,25.5,8.5,4,罐頭_肉醬_多入裝,葷食,480,313_I4-1《台糖》安心豚豬肉醬-五香(160g*3罐/組)_128_867_罐頭_肉醬_多入裝
314,I4-2,《台糖》安心豚豬肉醬-香辣(160g*3罐/組),128,867,台糖,25.5,8.5,4,罐頭_肉醬_多入裝,葷食,480,314_I4-2《台糖》安心豚豬肉醬-香辣(160g*3罐/組)_128_867_罐頭_肉醬_多入裝
315,I4-3,《青葉》大嚕肉飯(150*3罐/組),72,843.75,青葉,22.5,7.5,5,罐頭_肉醬_多入裝,葷食,450,315_I4-3《青葉》大嚕肉飯(150*3罐/組)_72_843.75_罐頭_肉醬_多入裝
318,I4-6,《新東陽》辣味肉醬(160g*3罐/組),110,843.75,新東陽,22.5,7.5,5,罐頭_肉醬_多入裝,葷食,480,318_I4-6《新東陽》辣味肉醬(160g*3罐/組)_110_843.75_罐頭_肉醬_多入裝
320,I4-8,《廣達香》香辣肉醬(160g*3罐/組),111,843.75,廣達香,22.5,7.5,5,罐頭_肉醬_多入裝,葷食,480,320_I4-8《廣達香》香辣肉醬(160g*3罐/組)_111_843.75_罐頭_肉醬_多入裝
321,I5-1,《大茂》大土豆麵筋(170g*3罐),69,808.5,大茂,21,7,5.5,罐頭_麵筋_多入裝,素食,510,321_I5-1《大茂》大土豆麵筋(170g*3罐)_69_808.5_罐頭_麵筋_多入裝
322,I5-2,《金蘭》花生麵筋(380g*2 瓶/組),99,1098.5,金蘭,13,6.5,13,罐頭_麵筋_多入裝,素食,760,322_I5-2《金蘭》花生麵筋(380g*2 瓶/組)_99_1098.5_罐頭_麵筋_多入裝
323,I5-3,《金蘭》香菇麵筋(380g*2 瓶/組),97,1098.5,金蘭,13,6.5,13,罐頭_麵筋_多入裝,素食,760,323_I5-3《金蘭》香菇麵筋(380g*2 瓶/組)_97_1098.5_罐頭_麵筋_多入裝
327,I5-7,《飯友》金菇麵筋(150g*3),69,867,飯友,25.5,8.5,4,罐頭_麵筋_多入裝,素食,450,327_I5-7《飯友》金菇麵筋(150g*3)_69_867_罐頭_麵筋_多入裝
328,I5-8,《飯友》飯友開味三寶(150g*3罐/組),70,867,飯友,25.5,8.5,4,罐頭_麵筋_多入裝,素食,450,328_I5-8《飯友》飯友開味三寶(150g*3罐/組)_70_867_罐頭_麵筋_多入裝
329,I5-9,《愛之味》土豆麵筋(170g*3罐/組),95,1176,愛之味,21,7,8,罐頭_麵筋_多入裝,素食,510,329_I5-9《愛之味》土豆麵筋(170g*3罐/組)_95_1176_罐頭_麵筋_多入裝
330,J1-1,《大西洋》蘋果西打(2000ml罐),40,3569.5,大西洋,11,11,29.5,飲料_汽水_家庭號,素食,2000,330_J1-1《大西洋》蘋果西打(2000ml罐)_40_3569.5_飲料_汽水_家庭號
331,J1-2,《可口可樂》原味(2000ml罐),41,3000,可口可樂,10,10,30,飲料_汽水_家庭號,素食,2000,331_J1-2《可口可樂》原味(2000ml罐)_41_3000_飲料_汽水_家庭號
337,J1-8,《金車》奧利多水(2000ml罐),34,3569.5,金車,11,11,29.5,飲料_汽水_家庭號,素食,2000,337_J1-8《金車》奧利多水(2000ml罐)_34_3569.5_飲料_汽水_家庭號
338,J1-9,《黑松》沙士(2000ml罐),42,3569.5,黑松,11,11,29.5,飲料_汽水_家庭號,素食,2000,338_J1-9《黑松》沙士(2000ml罐)_42_3569.5_飲料_汽水_家庭號
340,J1-11,《黑松》汽水(2000ml罐),42,3569.5,黑松,11,11,29.5,飲料_汽水_家庭號,素食,2000,340_J1-11《黑松》汽水(2000ml罐)_42_3569.5_飲料_汽水_家庭號
341,J1-12,《維大力》汽水(2000ml罐),37,3569.5,維大力,11,11,29.5,飲料_汽水_家庭號,素食,2000,341_J1-12《維大力》汽水(2000ml罐)_37_3569.5_飲料_汽水_家庭號
343,J1-14,《古道》 百香綠茶 (2000ml/瓶),38,2700,真口味食品,10,9,30,飲料_汽水_家庭號,素食,2000,343_J1-14《古道》 百香綠茶 (2000ml/瓶)_38_2700_飲料_汽水_家庭號
351,J1-22,《悅氏》 檸檬紅茶 (2000ml/瓶),34,2422.5,名牌食品,9.5,8.5,30,飲料_汽水_家庭號,素食,2000,351_J1-22《悅氏》 檸檬紅茶 (2000ml/瓶)_34_2422.5_飲料_汽水_家庭號
355,J1-26,《悅氏》 麥仔茶 (2000ml/瓶),34,2422.5,名牌食品,9.5,8.5,30,飲料_汽水_家庭號,素食,2000,355_J1-26《悅氏》 麥仔茶 (2000ml/瓶)_34_2422.5_飲料_汽水_家庭號
356,J2-1,《泰山》八寶粥(375*6罐/組),133,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,2250,356_J2-1《泰山》八寶粥(375*6罐/組)_133_2592_飲料_甜品_多入裝
357,J2-2,《泰山》仙草蜜(330gx6罐/組),82,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,1980,357_J2-2《泰山》仙草蜜(330gx6罐/組)_82_2592_飲料_甜品_多入裝
359,J2-4,《泰山》花生仁湯(320g*6罐/組),159,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,1920,359_J2-4《泰山》花生仁湯(320g*6罐/組)_159_2592_飲料_甜品_多入裝
385,J2-30,《立頓》鮮漾奶綠?(250mlx6包/組),43,1824,立頓,19,8,12,飲料_甜品_多入裝,素食,1637,385_J2-30《立頓》鮮漾奶綠?(250mlx6包/組)_43_1824_飲料_甜品_多入裝
389,J2-34,《光泉》茉莉茶園-蜜茶?(245mlx6包/組),40,1824,光泉,19,8,12,飲料_甜品_多入裝,素食,1626,389_J2-34《光泉》茉莉茶園-蜜茶?(245mlx6包/組)_40_1824_飲料_甜品_多入裝
391,J2-36,《光泉》醇紅茶(微甜)?(250ml*6包/組),38,1824,光泉,19,8,12,飲料_甜品_多入裝,素食,1637,391_J2-36《光泉》醇紅茶(微甜)?(250ml*6包/組)_38_1824_飲料_甜品_多入裝
392,J2-37,《光泉》醇綠茶(微甜)?(250ml*6包/組),42,1824,光泉,19,8,12,飲料_甜品_多入裝,素食,1637,392_J2-37《光泉》醇綠茶(微甜)?(250ml*6包/組)_42_1824_飲料_甜品_多入裝
393,J2-38,《阿薩姆》奶茶?(250mlx6包/組),42,1750.28,阿薩姆,23.5,7.6,9.8,飲料_甜品_多入裝,素食,1637,393_J2-38《阿薩姆》奶茶?(250mlx6包/組)_42_1750.28_飲料_甜品_多入裝
405,J2-50,《波蜜》?100%蘋果葡萄汁?(160ml*6包/組),75,1140,波蜜,15,9.5,8,飲料_甜品_多入裝,素食,1079,405_J2-50《波蜜》?100%蘋果葡萄汁?(160ml*6包/組)_75_1140_飲料_甜品_多入裝
407,J2-52,《波蜜》?果菜汁BCE?(250ml*6包/組),50,1824,波蜜,19,8,12,飲料_甜品_多入裝,素食,1637,407_J2-52《波蜜》?果菜汁BCE?(250ml*6包/組)_50_1824_飲料_甜品_多入裝
